"Code";"Name";"Age groups";"Sex";"Value and precision";"Year";"Value";"Measure Unit";"Attribute";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"1995";58.1;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"1996";59.7;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"1997";62.4;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"1998";63.8;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"1999";58.5;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2000";55.7;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2001";54.2;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2002";51.5;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2003";50.9;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2004";52.8;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2005";56.4;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2006";58.4;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2007";61.6;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2008";63.2;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2009";61.6;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2010";61.8;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2011";62.5;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2012";62.1;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2013";63.1;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2014";64.6;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2015";66.8;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2016";68.7;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2017";70.1;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2018";70.9;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2019";71.9;"%";"";
0800000;"LUBUSKIE";"20-64";"total";"numerical data";"2020";72.6;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"1995";65.3;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"1996";66.2;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"1997";71.6;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"1998";71.8;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"1999";67.4;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2000";64.3;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2001";62.3;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2002";56.8;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2003";56.5;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2004";58.2;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2005";63.8;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2006";65.2;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2007";69.2;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2008";71.9;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2009";68.4;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2010";68.5;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2011";68.9;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2012";68.8;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2013";70.6;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2014";71.4;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2015";73.5;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2016";75.4;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2017";77.7;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2018";78.0;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2019";80.0;"%";"";
0800000;"LUBUSKIE";"20-64";"males";"numerical data";"2020";81.1;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"1995";51.5;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"1996";53.5;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"1997";53.6;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"1998";56.3;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"1999";49.7;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2000";47.5;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2001";46.2;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2002";46.2;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2003";45.8;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2004";47.5;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2005";49.1;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2006";51.5;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2007";54.1;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2008";54.7;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2009";55.0;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2010";55.0;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2011";55.8;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2012";55.3;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2013";55.7;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2014";57.7;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2015";60.5;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2016";61.9;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2017";62.4;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2018";63.7;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2019";63.4;"%";"";
0800000;"LUBUSKIE";"20-64";"females";"numerical data";"2020";64.0;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"1995";65.0;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"1996";65.7;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"1997";66.6;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"1998";66.4;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"1999";64.7;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2000";62.1;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2001";59.4;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2002";57.9;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2003";57.7;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2004";58.1;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2005";58.8;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2006";61.2;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2007";64.3;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2008";66.6;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2009";65.6;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2010";65.9;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2011";66.6;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2012";65.7;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2013";66.3;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2014";68.8;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2015";69.3;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2016";71.3;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2017";73.4;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2018";74.7;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2019";73.7;"%";"";
1000000;"ŁÓDZKIE";"20-64";"total";"numerical data";"2020";75.9;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"1995";70.4;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"1996";72.5;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"1997";73.6;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"1998";73.4;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"1999";71.4;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2000";68.2;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2001";65.7;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2002";63.8;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2003";64.5;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2004";64.8;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2005";64.7;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2006";66.9;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2007";70.4;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2008";73.1;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2009";72.7;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2010";72.8;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2011";73.5;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2012";72.5;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2013";73.0;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2014";75.5;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2015";75.4;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2016";77.6;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2017";80.3;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2018";81.7;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2019";81.2;"%";"";
1000000;"ŁÓDZKIE";"20-64";"males";"numerical data";"2020";83.3;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"1995";59.9;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"1996";59.2;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"1997";59.8;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"1998";59.9;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"1999";58.3;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2000";56.5;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2001";53.4;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2002";52.3;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2003";51.1;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2004";51.8;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2005";53.4;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2006";56.0;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2007";58.6;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2008";60.2;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2009";58.5;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2010";58.9;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2011";60.0;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2012";59.2;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2013";59.7;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2014";62.2;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2015";63.4;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2016";65.1;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2017";66.8;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2018";67.8;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2019";66.3;"%";"";
1000000;"ŁÓDZKIE";"20-64";"females";"numerical data";"2020";68.8;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"1995";67.3;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"1996";66.6;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"1997";67.1;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"1998";67.8;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"1999";64.9;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2000";65.1;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2001";64.2;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2002";60.7;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2003";59.5;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2004";60.4;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2005";60.6;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2006";61.7;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2007";64.1;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2008";67.3;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2009";66.6;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2010";65.0;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2011";65.5;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2012";64.7;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2013";64.6;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2014";66.2;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2015";67.6;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2016";69.9;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2017";71.3;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2018";72.1;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2019";72.9;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"total";"numerical data";"2020";73.6;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"1995";73.8;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"1996";72.8;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"1997";73.3;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"1998";73.8;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"1999";71.9;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2000";71.3;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2001";70.2;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2002";65.9;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2003";64.2;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2004";66.1;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2005";66.5;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2006";67.8;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2007";71.7;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2008";74.9;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2009";74.5;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2010";72.8;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2011";72.2;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2012";71.7;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2013";72.3;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2014";72.9;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2015";74.7;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2016";77.4;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2017";77.8;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2018";79.2;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2019";81.1;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"males";"numerical data";"2020";82.2;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"1995";61.1;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"1996";60.6;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"1997";60.7;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"1998";61.7;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"1999";58.0;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2000";59.0;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2001";58.3;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2002";55.8;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2003";55.0;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2004";55.1;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2005";54.7;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2006";55.8;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2007";57.1;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2008";60.3;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2009";59.1;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2010";57.7;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2011";59.1;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2012";57.7;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2013";57.1;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2014";59.4;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2015";60.7;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2016";62.4;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2017";64.6;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2018";65.0;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2019";64.8;"%";"";
1200000;"MAŁOPOLSKIE";"20-64";"females";"numerical data";"2020";65.1;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"1995";67.9;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"1996";68.6;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"1997";69.2;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"1998";69.0;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"1999";66.4;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2000";66.2;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2001";65.3;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2002";62.8;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2003";62.7;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2004";62.7;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2005";62.5;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2006";64.8;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2007";66.5;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2008";70.1;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2009";70.4;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2010";69.3;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2011";70.1;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2012";71.1;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2013";71.0;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2014";73.2;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2015";73.6;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2016";74.0;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2017";75.0;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2018";76.9;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2019";77.8;"%";"";
1400000;"MAZOWIECKIE";"20-64";"total";"numerical data";"2020";77.8;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"1995";75.2;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"1996";76.1;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"1997";76.9;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"1998";76.7;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"1999";73.7;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2000";73.8;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2001";71.4;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2002";68.0;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2003";67.4;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2004";67.9;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2005";69.1;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2006";70.9;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2007";72.2;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2008";77.7;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2009";77.0;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2010";75.6;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2011";76.8;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2012";77.5;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2013";77.1;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2014";79.7;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2015";79.4;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2016";79.6;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2017";81.5;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2018";82.9;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2019";84.2;"%";"";
1400000;"MAZOWIECKIE";"20-64";"males";"numerical data";"2020";84.5;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"1995";60.9;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"1996";61.5;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"1997";61.9;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"1998";61.6;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"1999";59.3;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2000";59.0;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2001";59.3;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2002";57.9;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2003";58.2;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2004";57.8;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2005";56.2;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2006";58.9;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2007";60.9;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2008";62.8;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2009";64.0;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2010";63.1;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2011";63.7;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2012";64.8;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2013";65.0;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2014";66.8;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2015";67.8;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2016";68.5;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2017";68.8;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2018";71.0;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2019";71.6;"%";"";
1400000;"MAZOWIECKIE";"20-64";"females";"numerical data";"2020";71.5;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"1995";63.8;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"1996";64.8;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"1997";64.3;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"1998";65.1;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"1999";61.9;"%";"";
